
78,57,0,16,5,50,30,6,14
70,25,8,26,11,50,29,11,10
22,9,1,10,2,39,22,12,5
50,29,4,15,2,50,20,13,17
25,6,1,12,6,26,5,13,8
31,15,4,11,1,40,10,19,11
10,3,0,5,2,12,3,6,3
14,5,0,5,4,16,1,9,6
83,29,31,12,11,50,6,36,8
87,26,31,10,20,50,4,37,9
7,6,1,0,0,9,1,5,3
7,6,1,0,0,9,1,5,3
98,39,18,6,35,50,1,38,11
38,23,3,1,11,22,3,14,5
17,15,0,1,1,5,0,4,1
15,12,1,2,0,12,0,8,4
77,36,6,4,31,30,4,24,2
71,20,9,8,34,26,4,21,1
78,31,9,3,35,20,1,19,0
81,39,7,5,30,23,1,20,2
83,38,10,4,31,31,0,30,1
17,11,2,2,2,7,0,7,0
32,27,0,1,4,10,1,9,0
80,43,7,4,26,20,0,19,1
77,40,8,2,27,18,0,18,0
85,48,6,6,25,22,0,22,0
89,51,10,3,25,25,0,25,0
80,41,9,4,26,23,0,23,0
3,1,1,0,1,2,0,2,0
1,0,0,0,1,1,0,1,0
4,2,1,0,1,3,0,2,1
5,4,1,0,0,1,0,1,0
81,44,8,3,26,26,0,25,1
28,21,3,1,3,13,0,13,0
2,0,1,0,1,3,0,3,0
4,0,1,0,3,3,0,3,0
88,43,7,4,34,26,0,26,0
75,35,9,2,29,31,0,31,0
6,5,1,0,0,4,0,4,0
12,6,1,2,3,8,0,8,0
80,39,7,1,33,26,0,26,0
4,1,0,0,3,3,0,3,0
82,35,8,1,38,31,0,31,0
80,35,16,4,25,28,0,28,0
5,4,1,0,0,3,0,3,0
3,0,0,0,3,4,0,4,0
2,0,1,0,1,0,0,0,0
3,1,1,0,1,0,0,0,0
4,3,1,0,0,1,0,1,0
10,5,2,0,3,6,0,6,0
78,35,5,2,36,31,0,31,0
5,0,0,0,5,5,0,5,0
4,3,1,0,0,0,0,0,0
6,4,1,0,1,2,0,2,0
4,2,1,0,1,2,0,2,0
85,41,8,0,36,25,0,25,0
5,4,1,0,0,1,0,1,0
4,2,1,0,1,1,0,1,0
5,4,1,0,0,0,0,0,0
4,2,1,0,1,1,0,1,0
12,7,2,0,3,6,0,6,0
6,4,1,0,1,7,0,6,1
2,0,1,0,1,2,0,2,0
3,0,1,0,2,2,0,2,0
4,2,1,0,1,0,0,0,0
2,0,1,0,1,0,0,0,0
83,42,12,0,29,22,0,22,0
5,4,1,0,0,0,0,0,0
13,8,2,0,3,6,0,6,0
10,7,1,1,1,6,0,6,0
84,45,9,1,29,25,0,25,0
28,20,2,0,6,10,0,10,0
7,6,1,0,0,2,0,2,0
82,49,13,0,20,20,0,20,0
5,4,1,0,0,3,0,3,0
83,52,10,1,20,20,0,20,0
84,48,8,0,28,31,0,31,0
82,45,8,0,29,35,0,35,0
83,46,11,0,26,28,0,28,0
3,1,1,0,1,3,0,2,1
10,8,2,0,0,4,0,4,0
8,3,2,0,3,6,0,6,0
11,9,1,0,1,5,0,5,0
11,9,1,0,1,5,0,5,0
78,41,13,0,24,28,1,27,0
84,43,8,0,33,31,0,31,0
87,49,10,0,28,33,0,32,1
83,44,11,0,28,31,0,31,0
85,44,5,0,36,28,0,28,0
77,43,9,0,25,33,0,33,0
13,7,2,0,4,7,0,7,0
6,5,1,0,0,6,0,6,0
7,6,1,0,0,5,0,5,0
3,0,1,0,2,2,0,2,0
8,7,1,0,0,5,0,5,0
78,43,7,1,27,23,0,23,0
76,42,8,0,26,28,0,28,0
8,7,1,0,0,5,0,5,0
5,0,2,0,3,5,0,5,0
77,37,6,0,34,23,0,23,0
4,0,1,0,3,1,0,1,0
3,1,1,0,1,1,0,1,0
16,11,2,0,3,6,0,6,0
3,0,1,0,2,3,0,3,0
4,3,1,0,0,0,0,0,0
2,0,1,0,1,0,0,0,0
4,1,1,0,2,3,0,3,0
7,6,1,0,0,4,0,3,1
82,43,6,0,33,18,0,18,0
76,36,7,1,32,23,0,23,0
5,4,1,0,0,2,0,2,0
79,43,7,0,29,28,0,28,0
84,50,6,0,28,24,0,24,0
84,41,5,0,38,26,0,26,0
85,51,7,0,27,23,0,23,0
5,4,1,0,0,5,0,5,0
5,4,1,0,0,5,0,5,0
5,3,1,0,1,2,0,2,0
3,0,1,0,2,5,0,5,0
81,41,6,0,34,27,0,27,0
87,45,5,0,37,25,0,25,0
79,41,5,0,33,21,0,21,0
4,2,1,0,1,2,0,2,0
87,37,13,0,37,22,0,22,0
