
67,40,3,16,8,50,25,6,19
72,34,8,21,9,50,21,10,19
28,16,1,11,0,32,14,11,7
48,19,10,15,4,50,18,24,8
28,17,2,7,2,31,11,13,7
38,17,4,11,6,31,2,23,6
10,5,0,3,2,10,3,6,1
15,7,1,5,2,16,3,8,5
80,25,29,15,11,50,6,35,9
87,30,24,15,18,50,2,39,9
5,1,1,0,3,6,0,5,1
5,1,1,0,3,6,0,5,1
81,25,24,5,27,50,4,37,9
35,13,4,5,13,20,0,18,2
14,6,2,2,4,9,1,8,0
11,3,0,2,6,6,1,4,1
76,28,16,2,30,35,0,32,3
81,27,8,5,41,28,2,23,3
83,46,12,1,24,27,1,24,2
87,46,7,3,31,25,1,22,2
84,43,8,2,31,30,4,23,3
17,7,1,1,8,11,1,10,0
24,10,2,5,7,10,0,10,0
83,41,5,3,34,24,0,23,1
81,38,9,2,32,25,0,24,1
86,45,7,1,33,32,1,31,0
78,40,7,6,25,26,0,24,2
80,34,12,1,33,22,1,19,2
2,0,1,0,1,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,1,0,1,0,0,0,0
3,1,1,0,1,2,0,2,0
80,45,9,3,23,20,0,20,0
22,11,2,1,8,10,0,9,1
5,4,1,0,0,0,0,0,0
6,5,1,0,0,2,0,2,0
83,40,10,3,30,20,0,20,0
83,44,10,1,28,28,0,28,0
5,1,0,0,4,5,0,5,0
10,5,2,0,3,8,0,8,0
79,35,9,1,34,27,1,26,0
4,3,1,0,0,0,0,0,0
77,41,11,1,24,36,0,35,1
79,40,9,3,27,34,0,34,0
3,1,1,0,1,1,0,1,0
4,3,1,0,0,1,0,1,0
5,4,1,0,0,0,0,0,0
5,4,1,0,0,1,0,1,0
3,0,1,0,2,4,0,4,0
16,9,1,1,5,9,0,9,0
78,39,9,2,28,34,0,34,0
6,5,1,0,0,2,0,2,0
3,0,1,0,2,2,0,2,0
5,2,2,0,1,6,0,5,1
3,1,1,0,1,2,0,2,0
81,42,6,1,32,32,0,32,0
3,0,1,0,2,3,0,3,0
2,0,1,0,1,2,0,2,0
2,0,1,0,1,2,0,2,0
3,1,1,0,1,2,0,2,0
9,6,2,0,1,4,0,4,0
11,7,1,0,3,7,0,7,0
5,4,1,0,0,5,0,5,0
5,4,1,0,0,1,0,1,0
2,0,1,0,1,1,0,1,0
4,3,1,0,0,0,0,0,0
76,34,14,1,27,28,0,28,0
2,0,1,0,1,1,0,1,0
17,12,3,0,2,9,0,9,0
12,6,2,0,4,9,0,9,0
82,45,9,0,28,23,0,23,0
28,18,5,0,5,14,0,14,0
4,0,1,0,3,2,0,2,0
87,43,12,1,31,21,0,20,1
3,1,1,0,1,3,0,3,0
86,45,8,0,33,16,0,16,0
84,43,14,0,27,30,0,30,0
78,39,9,0,30,28,0,28,0
79,41,8,1,29,32,0,32,0
5,4,1,0,0,2,0,2,0
8,2,2,0,4,7,0,7,0
10,9,1,0,0,6,0,6,0
6,2,2,0,2,5,0,5,0
6,2,2,0,2,5,0,5,0
87,45,9,0,33,29,0,29,0
86,46,7,0,33,30,0,30,0
87,44,10,0,33,21,0,21,0
84,42,6,1,35,27,0,27,0
76,43,8,0,25,30,0,30,0
83,38,6,0,39,33,0,33,0
14,9,2,0,3,5,0,5,0
4,0,2,0,2,5,0,5,0
4,0,2,0,2,5,0,5,0
6,5,1,0,0,5,0,5,0
4,0,2,0,2,5,0,5,0
80,40,5,0,35,31,0,31,0
87,43,6,0,38,19,0,19,0
4,0,2,0,2,6,0,6,0
9,8,1,0,0,5,0,5,0
77,47,4,0,26,25,0,25,0
7,6,1,0,0,3,0,3,0
3,1,1,0,1,1,0,1,0
18,9,4,0,5,10,0,10,0
4,2,1,0,1,2,0,2,0
3,0,1,0,2,3,0,3,0
5,4,1,0,0,1,0,1,0
4,2,1,0,1,3,0,3,0
3,0,1,0,2,3,0,3,0
82,50,6,0,26,19,0,19,0
84,41,9,1,33,20,0,20,0
3,0,1,0,2,5,0,5,0
83,44,9,0,30,24,0,24,0
86,47,9,0,30,26,0,26,0
80,41,9,0,30,21,0,21,0
84,39,6,0,39,30,0,30,0
4,1,1,0,2,5,0,5,0
4,1,1,0,2,5,0,5,0
3,1,1,0,1,3,0,3,0
6,5,1,0,0,4,0,4,0
76,37,7,0,32,27,0,27,0
78,45,8,0,25,21,0,21,0
76,39,7,0,30,26,0,26,0
2,0,1,0,1,0,0,0,0
78,46,8,0,24,30,0,30,0
