
50,42,1,7,0,50,39,3,8
50,42,1,7,0,50,39,3,8
46,32,0,13,1,50,28,7,15
81,38,14,21,8,50,20,14,16
78,16,31,23,8,50,14,26,10
79,13,35,19,12,50,9,29,12
23,13,1,7,2,29,4,15,10
10,6,0,3,1,8,0,7,1
83,24,30,12,17,50,8,36,6
76,27,16,12,21,50,5,34,11
10,9,1,0,0,8,0,7,1
81,39,11,3,28,38,6,26,6
77,41,4,3,29,27,3,18,6
11,10,1,0,0,12,3,7,2
13,2,3,0,8,10,0,9,1
85,38,11,6,30,26,5,18,3
35,24,1,1,9,11,0,9,2
80,45,15,2,18,27,0,25,2
76,34,11,5,26,25,0,25,0
4,1,0,0,3,4,0,4,0
5,2,0,1,2,4,0,4,0
75,40,8,6,21,20,0,20,0
7,5,1,0,1,6,1,5,0
4,3,1,0,0,2,0,2,0
12,11,1,0,0,4,2,2,0
4,1,0,0,3,5,0,5,0
5,1,0,0,4,5,0,5,0
15,9,0,4,2,8,0,8,0
77,46,6,5,20,22,0,22,0
76,35,7,2,32,18,0,17,1
4,2,1,0,1,0,0,0,0
4,2,1,0,1,0,0,0,0
4,3,1,0,0,0,0,0,0
4,1,1,1,1,4,0,4,0
82,45,10,3,24,23,1,22,0
4,1,1,0,2,6,1,5,0
5,4,1,0,0,1,0,0,1
84,44,7,2,31,21,1,19,1
4,3,1,0,0,3,0,3,0
84,44,10,2,28,31,0,31,0
33,19,4,1,9,14,0,14,0
78,31,9,4,34,26,0,26,0
2,0,1,0,1,1,0,1,0
81,41,6,2,32,31,0,31,0
3,0,1,0,2,5,0,5,0
80,44,10,5,21,35,1,34,0
89,45,14,2,28,27,0,26,1
4,0,1,0,3,3,0,3,0
10,9,1,0,0,4,0,4,0
4,2,1,0,1,5,0,5,0
5,4,1,0,0,1,0,1,0
11,6,1,1,3,7,0,7,0
10,9,1,0,0,6,0,6,0
85,47,7,2,29,35,0,35,0
4,2,1,0,1,3,0,2,1
5,4,1,0,0,2,0,2,0
3,0,1,0,2,3,0,3,0
7,4,1,0,2,5,0,5,0
7,4,1,0,2,5,0,5,0
4,2,1,0,1,0,0,0,0
2,0,1,0,1,1,0,0,1
82,31,8,0,43,34,0,34,0
5,3,1,0,1,2,0,2,0
5,0,2,0,3,6,0,6,0
85,50,9,0,26,27,0,25,2
5,4,1,0,0,0,0,0,0
3,0,1,0,2,4,0,4,0
10,8,1,0,1,4,0,4,0
3,0,0,0,3,1,0,1,0
20,16,1,0,3,6,0,6,0
20,16,1,0,3,6,0,6,0
3,0,1,0,2,2,0,2,0
80,42,8,1,29,25,1,24,0
5,4,1,0,0,3,0,2,1
4,3,1,0,0,1,0,1,0
6,5,1,0,0,4,0,4,0
20,14,3,0,3,10,0,10,0
4,2,1,0,1,2,0,2,0
4,1,0,0,3,3,0,3,0
12,11,1,0,0,7,0,7,0
12,11,1,0,0,7,0,7,0
10,7,1,0,2,6,0,6,0
5,4,1,0,0,3,0,3,0
8,6,1,0,1,6,0,6,0
5,4,1,0,0,3,0,3,0
6,3,2,0,1,5,0,5,0
3,0,1,0,2,2,0,2,0
7,4,1,0,2,3,0,3,0
5,4,1,0,0,2,0,2,0
4,1,0,0,3,5,0,5,0
4,0,1,0,3,3,0,3,0
7,5,1,0,1,3,0,3,0
16,11,2,0,3,5,0,5,0
2,0,1,0,1,1,0,1,0
10,6,1,0,3,7,0,7,0
3,0,1,0,2,2,0,2,0
5,4,1,0,0,1,0,1,0
79,43,9,0,27,28,0,28,0
15,5,1,1,8,5,1,4,0
3,0,1,0,2,2,0,2,0
2,0,1,0,1,0,0,0,0
5,4,1,0,0,1,0,1,0
97,51,10,0,36,29,0,29,0
5,4,1,0,0,2,0,2,0
3,0,1,0,2,2,0,2,0
76,37,8,0,31,27,0,27,0
79,37,12,0,30,22,0,22,0
4,3,1,0,0,0,0,0,0
3,1,1,0,1,4,0,4,0
78,43,8,0,27,26,0,26,0
80,37,11,0,32,27,0,27,0
86,39,13,0,34,22,0,22,0
88,46,6,0,36,28,0,27,1
4,0,2,0,2,6,0,6,0
5,1,1,0,3,4,0,4,0
23,15,2,0,6,11,0,11,0
87,46,7,0,34,30,0,30,0
83,35,5,0,43,29,0,29,0
79,44,9,0,26,23,0,23,0
3,0,1,0,2,2,0,2,0
4,0,1,0,3,2,0,2,0
3,0,1,0,2,3,0,3,0
8,4,1,0,3,3,0,3,0
84,37,5,0,42,28,0,28,0
5,4,1,0,0,2,0,2,0
7,4,1,0,2,2,0,2,0
4,2,1,0,1,1,0,1,0
4,2,1,0,1,2,0,2,0
75,32,5,0,38,24,0,24,0
5,4,1,0,0,2,0,2,0
78,51,10,0,17,21,0,21,0
79,50,8,0,21,19,0,19,0
80,44,8,0,28,22,0,22,0
5,3,1,0,1,4,0,4,0
4,2,1,0,1,2,0,2,0
86,46,9,0,31,26,0,26,0
8,7,1,0,0,6,0,6,0
5,4,1,0,0,2,0,2,0
85,43,8,0,34,26,0,26,0
5,4,1,0,0,2,0,2,0
96,43,7,0,46,30,0,30,0
84,41,5,1,37,25,0,25,0
4,0,2,0,2,6,0,6,0
8,4,1,0,3,6,0,6,0
76,44,5,0,27,24,0,24,0
76,34,7,0,35,22,0,22,0
4,0,1,0,3,3,0,3,0
85,44,5,1,35,28,0,28,0
